region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
western slope,12747,2014.0,jeep,jeep - cherokee latitude 4x4,excellent,6 cylinders,gas,129420.0,clean,automatic,4wd,mid-size,SUV,black,co
western slope,4550,2015.0,mitsubishi,mitsubishi - mirage de,good,3 cylinders,gas,82116.0,clean,automatic,fwd,compact,hatchback,blue,co
western slope,15995,2015.0,toyota,toyota - prius v hybrid,excellent,4 cylinders,hybrid,91934.0,clean,automatic,fwd,mid-size,hatchback,blue,co
western slope,5195,2004.0,ford,ford - mustang convertible,excellent,6 cylinders,gas,155818.0,clean,automatic,rwd,mid-size,convertible,white,co
western slope,17747,2015.0,subaru,subaru - wrx premium,excellent,4 cylinders,gas,113389.0,clean,automatic,4wd,mid-size,sedan,silver,co
western slope,24999,2003.0,ram,ram - 2500,like new,6 cylinders,diesel,60000.0,clean,manual,rwd,full-size,truck,grey,co
western slope,40995,2018.0,chevrolet,chevrolet - silverado 1500,excellent,8 cylinders,gas,48614.0,clean,automatic,4wd,full-size,truck,red,co
western slope,15000,1996.0,ford,ford - f-250,excellent,8 cylinders,diesel,246000.0,clean,automatic,4wd,full-size,truck,green,co
western slope,1800,1997.0,ford,ford - expedition,fair,8 cylinders,gas,178261.0,clean,automatic,4wd,full-size,SUV,green,co
western slope,4500,1998.0,gmc,gmc - sierra 1500,good,8 cylinders,gas,206000.0,clean,automatic,4wd,full-size,truck,green,co
western slope,11900,2011.0,dodge,dodge - durango,excellent,8 cylinders,gas,169570.0,clean,automatic,4wd,full-size,SUV,black,co
western slope,16995,2015.0,chevrolet,chevrolet - equinox lt awd,excellent,4 cylinders,gas,80775.0,clean,automatic,4wd,mid-size,SUV,silver,co
western slope,13747,2015.0,audi,audi - a3 2.0t premium plus,excellent,4 cylinders,gas,109415.0,clean,automatic,4wd,mid-size,sedan,blue,co
western slope,19950,2014.0,jeep,jeep - wrangler sport,excellent,6 cylinders,gas,85642.0,clean,manual,4wd,mid-size,SUV,red,co
western slope,7795,2009.0,chrysler,chrysler - town & country,excellent,6 cylinders,gas,97632.0,clean,automatic,fwd,mid-size,mini-van,red,co
western slope,6800,2006.0,jeep,jeep - commander limited awd,excellent,8 cylinders,gas,135000.0,clean,automatic,4wd,full-size,SUV,white,co
western slope,11111,2005.0,ford,ford - f250 super duty,excellent,8 cylinders,diesel,158200.0,clean,automatic,4wd,full-size,truck,white,co
western slope,10995,2007.0,toyota,toyota - rav4 awd,like new,4 cylinders,gas,112000.0,clean,automatic,4wd,compact,SUV,green,co
western slope,9995,2006.0,toyota,toyota - avalon xls,excellent,6 cylinders,gas,73818.0,clean,automatic,fwd,full-size,sedan,silver,co
western slope,17000,1996.0,ford,ford - f-250,excellent,8 cylinders,diesel,246000.0,clean,automatic,4wd,full-size,truck,green,co
western slope,10255,2012.0,ford,ford - econoline,good,8 cylinders,diesel,58579.0,clean,automatic,rwd,full-size,bus,white,co
western slope,8250,2017.0,hyundai,hyundai - elantra gt,excellent,4 cylinders,gas,117442.0,clean,automatic,fwd,compact,hatchback,blue,co
western slope,10300,2013.0,honda,honda - crv awd,excellent,4 cylinders,gas,139209.0,clean,automatic,4wd,mid-size,SUV,black,co
western slope,7995,2009.0,mini,mini - cooper,excellent,4 cylinders,gas,94200.0,clean,automatic,fwd,compact,hatchback,custom,co
western slope,26500,2016.0,volvo,volvo - s60,like new,4 cylinders,gas,6600.0,clean,automatic,fwd,mid-size,sedan,custom,co
western slope,22500,2003.0,mercedes-benz,mercedes-benz - sl-class,excellent,8 cylinders,gas,74000.0,clean,automatic,rwd,mid-size,convertible,silver,co
western slope,8500,2007.0,mercedes-benz,mercedes-benz - m-class,good,6 cylinders,gas,173589.0,clean,automatic,4wd,mid-size,SUV,blue,co
western slope,9800,2006.0,rover,rover - nan,excellent,8 cylinders,gas,163842.0,clean,automatic,4wd,full-size,SUV,grey,co
western slope,11250,2011.0,honda,honda - cr-v,excellent,4 cylinders,gas,153000.0,clean,automatic,4wd,compact,SUV,black,co
western slope,54995,2016.0,bmw,bmw - x5 m,like new,8 cylinders,gas,40000.0,clean,automatic,4wd,mid-size,SUV,blue,co
western slope,10259,2005.0,ford,ford - f250 xlt,excellent,8 cylinders,diesel,163962.0,clean,automatic,rwd,full-size,truck,blue,co
western slope,32000,2008.0,bmw,bmw - m6,like new,10 cylinders,gas,38000.0,clean,manual,rwd,full-size,coupe,custom,co
western slope,12500,2008.0,bmw,bmw - x5,excellent,8 cylinders,gas,106971.0,clean,automatic,4wd,mid-size,SUV,custom,co
western slope,16995,2014.0,ram,ram - 1500,good,6 cylinders,gas,142845.0,clean,automatic,4wd,full-size,truck,white,co
western slope,7747,2009.0,volkswagen,volkswagen - gti,good,4 cylinders,gas,148675.0,clean,automatic,fwd,compact,hatchback,white,co
western slope,17995,2015.0,chevrolet,chevrolet - camaro ls,excellent,6 cylinders,gas,47958.0,clean,manual,rwd,mid-size,coupe,black,co
western slope,4000,2006.0,kia,kia - sedona,excellent,6 cylinders,gas,160845.0,clean,automatic,fwd,full-size,van,silver,co
western slope,29700,2018.0,dodge,dodge - challenger gt coupe,like new,6 cylinders,gas,16220.0,clean,automatic,4wd,full-size,coupe,custom,co
western slope,29700,2008.0,ford,ford - f-450 super cab,good,8 cylinders,diesel,152425.0,clean,automatic,4wd,full-size,pickup,white,co
western slope,21700,2006.0,ram,ram - 2500 mega cab,good,6 cylinders,diesel,254061.0,clean,automatic,4wd,full-size,pickup,white,co
western slope,10450,2013.0,hyundai,hyundai - santa fe sport awd,excellent,4 cylinders,gas,129220.0,clean,automatic,4wd,mid-size,SUV,grey,co
western slope,12747,2012.0,buick,buick - enclave awd,good,6 cylinders,gas,130570.0,clean,automatic,4wd,mid-size,SUV,black,co
western slope,11747,2013.0,ford,ford - edge limited awd,excellent,6 cylinders,gas,126838.0,clean,automatic,4wd,mid-size,SUV,grey,co
western slope,8995,2010.0,audi,audi - q5 premium plus,good,6 cylinders,gas,122820.0,clean,automatic,4wd,mid-size,SUV,black,co
western slope,8747,2014.0,hyundai,hyundai - sonata gls,excellent,4 cylinders,gas,112802.0,clean,automatic,fwd,mid-size,SUV,silver,co
western slope,7747,2010.0,bmw,bmw - x3 xdrive 30i awd,excellent,6 cylinders,gas,165738.0,clean,automatic,4wd,mid-size,SUV,black,co
western slope,16456,2018.0,dodge,dodge - grand caravan se,excellent,6 cylinders,gas,58000.0,clean,automatic,fwd,full-size,mini-van,white,co
western slope,8257,2008.0,lincoln,lincoln - navigator,good,8 cylinders,gas,192108.0,clean,automatic,4wd,full-size,SUV,white,co
western slope,15157,2016.0,jeep,jeep - renegade,excellent,4 cylinders,gas,106457.0,clean,automatic,4wd,full-size,SUV,white,co
western slope,7288,2008.0,honda,honda - pilot,good,6 cylinders,gas,145474.0,clean,automatic,fwd,mid-size,SUV,blue,co
western slope,12288,2009.0,gmc,gmc - yukon xl,good,8 cylinders,gas,197484.0,clean,automatic,4wd,full-size,SUV,custom,co
western slope,16788,2013.0,ford,ford - explorer,good,6 cylinders,gas,140823.0,clean,automatic,4wd,full-size,SUV,white,co
western slope,10788,2014.0,ford,ford - escape,good,4 cylinders,gas,99827.0,clean,automatic,4wd,full-size,SUV,white,co
western slope,17957,2014.0,infiniti,infiniti - q50 base,excellent,6 cylinders,gas,61048.0,clean,automatic,4wd,full-size,SUV,white,co
western slope,11855,2013.0,ford,ford - edge limited,excellent,6 cylinders,gas,142932.0,clean,automatic,4wd,mid-size,SUV,brown,co
western slope,45700,2016.0,ram,ram - 2500 laramie,excellent,6 cylinders,diesel,108340.0,clean,automatic,4wd,full-size,pickup,grey,co
western slope,11995,2013.0,infiniti,infiniti - g37 awd,good,6 cylinders,gas,71820.0,rebuilt,automatic,4wd,full-size,sedan,grey,co
western slope,14747,2013.0,jeep,jeep - grand cherokee laredo,excellent,6 cylinders,gas,139625.0,clean,automatic,4wd,mid-size,SUV,silver,co
western slope,6895,2007.0,jeep,jeep - liberty limited,good,6 cylinders,gas,107500.0,clean,automatic,4wd,mid-size,SUV,custom,co
western slope,6495,2005.0,subaru,subaru - outback,fair,4 cylinders,gas,169641.0,rebuilt,manual,4wd,mid-size,wagon,blue,co
western slope,5995,2004.0,mercedes-benz,mercedes-benz - benz c320,good,6 cylinders,gas,102000.0,clean,automatic,rwd,mid-size,sedan,brown,co
western slope,11495,2008.0,toyota,toyota - rav4 awd v6,excellent,6 cylinders,gas,115485.0,clean,automatic,4wd,mid-size,SUV,custom,co
western slope,12247,2014.0,lincoln,lincoln - mkz awd,good,4 cylinders,gas,116067.0,clean,automatic,4wd,mid-size,sedan,black,co
western slope,13000,2001.0,mercedes-benz,mercedes-benz - benz sl500,excellent,8 cylinders,gas,107000.0,clean,automatic,rwd,full-size,convertible,brown,co
western slope,9995,2012.0,ford,ford - mustang convertible,excellent,6 cylinders,gas,117573.0,clean,automatic,rwd,mid-size,convertible,blue,co
eastern CT,14999,2015.0,lincoln,lincoln - mkc,excellent,6 cylinders,gas,85200.0,clean,automatic,4wd,mid-size,SUV,silver,ct
eastern CT,6495,2006.0,ford,ford - explorer eddie bauer 4x4,new,8 cylinders,gas,167000.0,clean,automatic,4wd,full-size,SUV,brown,ct
eastern CT,2995,2003.0,saturn,saturn - ion,excellent,4 cylinders,gas,146000.0,clean,automatic,fwd,sub-compact,sedan,blue,ct
eastern CT,7999,2011.0,subaru,subaru - outback,excellent,4 cylinders,gas,163118.0,clean,automatic,4wd,full-size,wagon,blue,ct
eastern CT,7999,2011.0,subaru,subaru - outback,excellent,4 cylinders,gas,163118.0,clean,automatic,4wd,full-size,wagon,blue,ct
eastern CT,5995,2009.0,subaru,subaru - outback sport,new,4 cylinders,gas,140000.0,clean,automatic,fwd,mid-size,hatchback,green,ct
eastern CT,2000,2006.0,pontiac,pontiac - vibe,fair,4 cylinders,gas,184000.0,clean,automatic,fwd,compact,hatchback,red,ct
eastern CT,12000,2008.0,toyota,toyota - tundra sr5,good,8 cylinders,gas,181000.0,clean,automatic,rwd,full-size,pickup,black,ct
eastern CT,5495,2010.0,honda,honda - civic,new,4 cylinders,gas,157000.0,clean,automatic,fwd,sub-compact,sedan,grey,ct
eastern CT,2995,2003.0,saturn,saturn - ion,excellent,4 cylinders,gas,146000.0,clean,automatic,fwd,sub-compact,sedan,blue,ct
eastern CT,8950,2014.0,subaru,subaru - xv crosstrek premium 4wd,excellent,4 cylinders,gas,159672.0,clean,automatic,4wd,mid-size,SUV,black,ct
eastern CT,3950,2000.0,bmw,bmw - 528i,excellent,6 cylinders,gas,172095.0,clean,automatic,rwd,mid-size,sedan,silver,ct
eastern CT,6950,2012.0,volkswagen,volkswagen - tdi jetta sport wg,excellent,5 cylinders,gas,191037.0,clean,automatic,fwd,mid-size,wagon,white,ct
eastern CT,9850,2011.0,subaru,subaru - outback 3.6r ltd h6,like new,6 cylinders,gas,132860.0,clean,automatic,4wd,mid-size,SUV,silver,ct
eastern CT,8950,2007.0,bmw,bmw - 328xi awd 4wd,like new,6 cylinders,gas,77432.0,clean,automatic,4wd,mid-size,sedan,blue,ct
eastern CT,6799,2007.0,mercedes-benz,mercedes-benz - benz r350,excellent,6 cylinders,gas,127549.0,clean,automatic,4wd,full-size,SUV,white,ct
eastern CT,6495,2006.0,chevrolet,chevrolet - silverado ext cab 4x4,excellent,8 cylinders,gas,201000.0,clean,automatic,4wd,full-size,truck,custom,ct
eastern CT,56000,2012.0,ford,ford - f550 4x4 crew cab,like new,8 cylinders,diesel,10600.0,clean,automatic,4wd,full-size,pickup,black,ct
eastern CT,6495,2011.0,subaru,subaru - outback wagon,excellent,4 cylinders,gas,176000.0,clean,automatic,fwd,mid-size,wagon,red,ct
eastern CT,6495,2006.0,ford,ford - explorer eddie bauer 4x4,new,8 cylinders,gas,167000.0,clean,automatic,4wd,full-size,SUV,brown,ct
eastern CT,27500,2010.0,chevrolet,chevrolet - silverado 2500hd,excellent,8 cylinders,diesel,127381.0,clean,automatic,4wd,full-size,truck,blue,ct
eastern CT,23900,2016.0,rover,rover - discovery sport,excellent,4 cylinders,gas,60412.0,clean,automatic,4wd,full-size,SUV,black,ct
eastern CT,36900,2009.0,mercedes-benz,mercedes-benz - sl-class,excellent,8 cylinders,gas,29984.0,clean,automatic,rwd,mid-size,convertible,black,ct
eastern CT,5795,2010.0,ford,ford - focus se,new,4 cylinders,gas,89000.0,clean,automatic,fwd,mid-size,sedan,green,ct
eastern CT,15999,2008.0,gmc,gmc - sierra 1500,excellent,8 cylinders,gas,131507.0,clean,automatic,4wd,full-size,pickup,brown,ct
eastern CT,8950,2014.0,subaru,subaru - xv crosstrek premium 4wd,excellent,4 cylinders,gas,159672.0,clean,automatic,4wd,mid-size,SUV,black,ct
eastern CT,8495,2013.0,ford,ford - escape se eco boost,new,4 cylinders,gas,142000.0,clean,automatic,4wd,mid-size,SUV,white,ct
eastern CT,20000,2015.0,bmw,bmw - 335i,excellent,6 cylinders,gas,85000.0,clean,automatic,rwd,mid-size,sedan,blue,ct
eastern CT,5495,2010.0,honda,honda - civic,new,4 cylinders,gas,157000.0,clean,automatic,fwd,sub-compact,sedan,grey,ct
eastern CT,36900,2009.0,mercedes-benz,mercedes-benz - sl-class,excellent,8 cylinders,gas,29984.0,clean,automatic,rwd,mid-size,convertible,black,ct
eastern CT,7495,2009.0,kia,kia - borrego,good,6 cylinders,gas,163000.0,clean,automatic,4wd,full-size,SUV,silver,ct
eastern CT,10995,2012.0,subaru,subaru - forester,good,4 cylinders,gas,113000.0,clean,automatic,4wd,full-size,SUV,grey,ct
eastern CT,36900,2009.0,mercedes-benz,mercedes-benz - sl-class,excellent,8 cylinders,gas,29984.0,clean,automatic,rwd,mid-size,convertible,black,ct
eastern CT,23900,2016.0,rover,rover - discovery sport,excellent,4 cylinders,gas,60412.0,clean,automatic,4wd,full-size,SUV,black,ct
eastern CT,5495,2010.0,honda,honda - civic,new,4 cylinders,gas,157000.0,clean,automatic,fwd,sub-compact,sedan,grey,ct
eastern CT,8000,2005.0,gmc,gmc - yukon xl slt,good,8 cylinders,gas,174000.0,clean,automatic,4wd,full-size,SUV,silver,ct
eastern CT,6995,2013.0,ford,ford - focus,excellent,4 cylinders,gas,78000.0,clean,automatic,fwd,compact,sedan,silver,ct
eastern CT,3000,2002.0,mercedes-benz,mercedes-benz - benz clk 430,excellent,8 cylinders,gas,154999.0,rebuilt,other,rwd,mid-size,coupe,black,ct
eastern CT,27500,2010.0,chevrolet,chevrolet - silverado 2500hd,excellent,8 cylinders,diesel,127381.0,clean,automatic,4wd,full-size,truck,blue,ct
eastern CT,23900,2016.0,rover,rover - discovery sport,excellent,4 cylinders,gas,60412.0,clean,automatic,4wd,full-size,SUV,black,ct
eastern CT,8900,2011.0,lincoln,lincoln - mkz,like new,6 cylinders,gas,45346.0,clean,automatic,fwd,full-size,sedan,white,ct
eastern CT,27995,2017.0,mercedes-benz,mercedes-benz - benz c300,like new,4 cylinders,gas,22269.0,clean,automatic,4wd,mid-size,sedan,silver,ct
eastern CT,4700,2004.0,honda,honda - accord,excellent,6 cylinders,gas,115531.0,clean,automatic,fwd,mid-size,sedan,blue,ct
eastern CT,15000,2014.0,ram,ram - 1500,good,8 cylinders,gas,154732.0,lien,automatic,4wd,full-size,truck,black,ct
hartford,4950,2008.0,saturn,saturn - vue cr,excellent,6 cylinders,gas,79091.0,clean,automatic,4wd,mid-size,SUV,white,ct
hartford,5900,2013.0,lincoln,lincoln - mks base 4dr sedan,excellent,6 cylinders,gas,232455.0,clean,automatic,fwd,full-size,sedan,black,ct
hartford,7999,2011.0,subaru,subaru - outback,excellent,4 cylinders,gas,163118.0,clean,automatic,4wd,full-size,wagon,blue,ct
hartford,4995,2009.0,ford,ford - taurus,good,6 cylinders,gas,122000.0,clean,automatic,fwd,full-size,sedan,black,ct
hartford,13950,2007.0,chevrolet,chevrolet - silverado 1500,excellent,8 cylinders,gas,193121.0,clean,automatic,4wd,full-size,truck,black,ct
hartford,4995,2007.0,lexus,lexus - is250 premium 2.5i awd,good,6 cylinders,gas,249850.0,clean,automatic,4wd,mid-size,sedan,black,ct
hartford,4295,2009.0,honda,honda - fit sport automatic,good,4 cylinders,gas,215850.0,clean,automatic,fwd,sub-compact,hatchback,red,ct
hartford,4995,2007.0,volvo,volvo - xc70 cross country awd,excellent,5 cylinders,gas,145850.0,clean,automatic,4wd,full-size,offroad,silver,ct
hartford,15995,2014.0,audi,audi - allroad,excellent,4 cylinders,gas,93233.0,clean,automatic,4wd,full-size,wagon,black,ct
hartford,3500,2001.0,mitsubishi,mitsubishi - eclipse,excellent,6 cylinders,gas,150000.0,clean,manual,fwd,mid-size,convertible,custom,ct
hartford,9450,2006.0,toyota,toyota - tundra double cab sr5,good,8 cylinders,gas,188000.0,clean,automatic,4wd,full-size,truck,brown,ct
hartford,13995,2014.0,buick,buick - lacrosse premium ii,excellent,6 cylinders,gas,116593.0,clean,automatic,fwd,full-size,sedan,grey,ct
hartford,39500,2015.0,chevrolet,chevrolet - silverado 3500hd,excellent,8 cylinders,gas,98500.0,clean,automatic,4wd,full-size,truck,black,ct
hartford,3900,2006.0,subaru,subaru - forester 2.5 x awd,excellent,4 cylinders,gas,168921.0,clean,manual,4wd,full-size,SUV,grey,ct
hartford,5500,2006.0,volvo,volvo - xc90 awd,good,5 cylinders,gas,118000.0,clean,automatic,4wd,mid-size,SUV,grey,ct
hartford,8900,2013.0,subaru,subaru - impreza sport premium awd,like new,4 cylinders,gas,85667.0,clean,automatic,4wd,full-size,hatchback,red,ct
hartford,27900,2016.0,mercedes-benz,mercedes-benz - e350 4matic wagon amg,like new,6 cylinders,gas,99964.0,clean,automatic,4wd,full-size,wagon,blue,ct
hartford,8600,2013.0,subaru,subaru - xv crosstrek 2.0i premium,like new,4 cylinders,gas,133823.0,clean,automatic,4wd,mid-size,hatchback,silver,ct
hartford,6700,2012.0,subaru,subaru - forester 2.5i premium awd,excellent,4 cylinders,gas,148111.0,clean,automatic,4wd,full-size,SUV,grey,ct
hartford,7400,2012.0,subaru,subaru - outback 2.5i limited awd,like new,4 cylinders,gas,151976.0,clean,automatic,4wd,full-size,wagon,grey,ct
hartford,4400,2004.0,subaru,subaru - forester 2.5x awd,like new,4 cylinders,gas,102354.0,clean,automatic,4wd,full-size,SUV,blue,ct
hartford,4500,2010.0,honda,honda - insight hybrid,excellent,4 cylinders,other,116500.0,rebuilt,automatic,fwd,compact,hatchback,white,ct
hartford,18995,2014.0,rover,rover - evoque,excellent,4 cylinders,gas,108853.0,clean,automatic,4wd,mid-size,SUV,white,ct
hartford,4875,2009.0,toyota,toyota - yaris hatchback,excellent,4 cylinders,gas,139850.0,clean,automatic,fwd,sub-compact,hatchback,black,ct
hartford,3950,2000.0,bmw,bmw - 528i,excellent,6 cylinders,gas,172095.0,clean,automatic,rwd,mid-size,sedan,silver,ct
hartford,4295,2009.0,honda,honda - fit sport automatic,good,4 cylinders,gas,215850.0,clean,automatic,fwd,sub-compact,hatchback,red,ct
hartford,4995,2007.0,lexus,lexus - is250 premium 2.5i awd,good,6 cylinders,gas,249850.0,clean,automatic,4wd,mid-size,sedan,black,ct
hartford,8600,2018.0,nissan,nissan - versa,excellent,4 cylinders,gas,100714.0,clean,manual,rwd,compact,sedan,grey,ct
hartford,7500,2012.0,volkswagen,volkswagen - tiguan 2.0t s 4motion,like new,4 cylinders,gas,110000.0,clean,automatic,4wd,mid-size,SUV,silver,ct
hartford,3500,2005.0,jeep,jeep - grand cherokee,good,8 cylinders,gas,128000.0,clean,automatic,4wd,mid-size,SUV,blue,ct
hartford,6950,2010.0,volvo,volvo - s40 4d sedan,excellent,5 cylinders,gas,115695.0,clean,automatic,fwd,mid-size,sedan,silver,ct
hartford,5950,1999.0,toyota,toyota - rav4 awd 5 speed,excellent,4 cylinders,gas,176927.0,clean,manual,4wd,mid-size,SUV,white,ct
hartford,4999,2013.0,jeep,jeep - patriot sport 4x4,good,4 cylinders,gas,152300.0,clean,automatic,4wd,compact,SUV,grey,ct
hartford,48900,2018.0,chevrolet,chevrolet - silverado 2500 hd ltz,like new,8 cylinders,diesel,43034.0,rebuilt,automatic,4wd,full-size,truck,black,ct
hartford,9995,2007.0,cadillac,cadillac - escalade,excellent,8 cylinders,gas,214053.0,clean,automatic,4wd,full-size,SUV,white,ct
hartford,8900,2003.0,honda,honda - pilot ex-l,excellent,6 cylinders,gas,63752.0,clean,automatic,4wd,mid-size,SUV,black,ct
hartford,45300,2018.0,ram,ram - 3500 big horn,excellent,6 cylinders,diesel,34125.0,rebuilt,automatic,4wd,full-size,truck,black,ct
hartford,5495,2010.0,toyota,toyota - camry le,good,4 cylinders,gas,177850.0,clean,automatic,fwd,mid-size,sedan,silver,ct
hartford,4995,2007.0,volvo,volvo - xc70 cross country awd,excellent,5 cylinders,gas,145850.0,clean,automatic,4wd,full-size,offroad,silver,ct
hartford,7900,2015.0,kia,kia - forte,like new,4 cylinders,gas,77000.0,clean,automatic,fwd,full-size,sedan,grey,ct
hartford,6995,2013.0,kia,kia - optimia sx premium,excellent,4 cylinders,gas,159850.0,clean,automatic,fwd,full-size,sedan,blue,ct
hartford,4995,2007.0,lexus,lexus - is250 premium 2.5i awd,good,6 cylinders,gas,249850.0,clean,automatic,4wd,mid-size,sedan,black,ct
hartford,8995,2001.0,bmw,bmw - z3 roadster,excellent,6 cylinders,gas,122000.0,clean,automatic,rwd,compact,convertible,blue,ct
hartford,6900,2009.0,chevrolet,chevrolet - tahoe lt,good,8 cylinders,gas,231000.0,clean,automatic,4wd,full-size,SUV,blue,ct
hartford,3995,2012.0,nissan,"nissan - versa 1.6 ""sl""",good,6 cylinders,gas,142850.0,clean,automatic,fwd,sub-compact,sedan,grey,ct
hartford,6995,2013.0,kia,kia - optimia sx premium,excellent,4 cylinders,gas,159850.0,clean,automatic,fwd,full-size,sedan,blue,ct
hartford,6995,2013.0,chevrolet,chevrolet - malibu,excellent,4 cylinders,gas,147892.0,clean,automatic,fwd,full-size,sedan,grey,ct
hartford,19999,2005.0,chevrolet,chevrolet - c5500 kodiak,excellent,8 cylinders,diesel,97000.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,11995,2015.0,subaru,subaru - outback,excellent,4 cylinders,gas,119230.0,clean,automatic,4wd,full-size,other,red,ct
hartford,7995,2014.0,subaru,subaru - legacy,excellent,4 cylinders,gas,131456.0,clean,automatic,4wd,full-size,sedan,blue,ct
hartford,46990,2016.0,ram,ram - 4500,good,6 cylinders,diesel,17619.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,49990,2015.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,152701.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,33990,2012.0,ford,ford - super duty f-250 srw,good,8 cylinders,diesel,49678.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,21990,2005.0,ford,ford - econoline commercial cutaway,good,8 cylinders,gas,45554.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,33990,2007.0,chevrolet,chevrolet - cc4500,good,8 cylinders,gas,77581.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,26990,1998.0,mitsubishi,mitsubishi - fuso fh211,good,4 cylinders,diesel,166302.0,clean,manual,rwd,full-size,truck,white,ct
hartford,44990,2012.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,52307.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,44990,2015.0,ram,ram - 5500,good,6 cylinders,diesel,80733.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,26990,2008.0,chevrolet,chevrolet - cc4500,good,8 cylinders,gas,100921.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,52990,2014.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,15886.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,27490,2006.0,mitsubishi,mitsubishi - fuso fe145,good,4 cylinders,diesel,96626.0,clean,automatic,rwd,full-size,truck,green,ct
hartford,20990,2010.0,ram,ram - 2500,good,8 cylinders,gas,121850.0,clean,automatic,4wd,full-size,truck,black,ct
hartford,26990,2016.0,chevrolet,chevrolet - express commercial cutaway,good,8 cylinders,gas,75734.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,35990,2014.0,ford,ford - super duty f-450 drw,good,10 cylinders,gas,42213.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,33990,2016.0,chevrolet,chevrolet - express commercial cutaway,good,8 cylinders,gas,12398.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,27990,2011.0,ford,ford - f-750,good,6 cylinders,diesel,123622.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,28490,2008.0,mitsubishi,mitsubishi - fuso fe145,good,4 cylinders,diesel,70643.0,clean,automatic,rwd,full-size,truck,green,ct
hartford,27990,2008.0,ford,ford - econoline cargo van,good,8 cylinders,gas,83459.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,25990,2006.0,chevrolet,chevrolet - express cargo van,good,8 cylinders,gas,73360.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,22990,2010.0,ford,ford - econoline commercial cutaway,good,10 cylinders,gas,121911.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,24990,2017.0,gmc,gmc - savana commercial cutaway,good,8 cylinders,gas,136965.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,29990,2011.0,ford,ford - super duty f-450 drw,good,8 cylinders,diesel,137481.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,20990,2006.0,chevrolet,chevrolet - express cargo van,good,8 cylinders,diesel,134296.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,14990,2012.0,ford,ford - econoline,good,8 cylinders,gas,67820.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,33990,2014.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,136250.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,24990,2007.0,ford,ford - super duty f-450 drw,good,10 cylinders,gas,46463.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,24990,2009.0,chevrolet,chevrolet - 3500 lcf gas,good,8 cylinders,gas,72789.0,clean,automatic,rwd,full-size,truck,white,ct
hartford,59990,2017.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,31337.0,clean,automatic,4wd,full-size,truck,white,ct
hartford,31990,2006.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,59429.0,clean,automatic,4wd,full-size,truck,red,ct
hartford,6995,2013.0,kia,kia - optimia sx premium,excellent,4 cylinders,gas,159850.0,clean,automatic,fwd,full-size,sedan,blue,ct
hartford,14995,2016.0,subaru,subaru - legacy,excellent,4 cylinders,gas,67460.0,clean,automatic,4wd,full-size,sedan,grey,ct
hartford,3900,2012.0,chevrolet,chevrolet - silverado 1500,like new,8 cylinders,gas,83000.0,clean,automatic,4wd,full-size,pickup,black,ct
hartford,2900,2011.0,chevrolet,chevrolet - silverado 1500,excellent,8 cylinders,gas,91000.0,clean,automatic,4wd,full-size,truck,grey,ct
hartford,3900,2016.0,chevrolet,chevrolet - express g3500,excellent,8 cylinders,gas,124000.0,clean,automatic,rwd,full-size,van,white,ct
hartford,1000,2019.0,kia,kia - optima,like new,4 cylinders,gas,28000.0,clean,automatic,fwd,mid-size,sedan,white,ct
hartford,5500,2013.0,jeep,jeep - patriot sport 4x4,good,4 cylinders,gas,153000.0,clean,automatic,4wd,compact,SUV,grey,ct
hartford,17995,2016.0,audi,audi - a3 2.0t premium plus,excellent,4 cylinders,gas,79407.0,clean,automatic,4wd,mid-size,sedan,grey,ct
hartford,6995,2013.0,kia,kia - optimia sx premium,excellent,4 cylinders,gas,159850.0,clean,automatic,fwd,full-size,sedan,blue,ct
